geo_id,heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,heat_share_of_apartments_with_block_heating
BU06100205,12.4,12.4,12.4,12.4,12.4,29.5,29.5,29.5,29.5,29.5,0.15
BU06100206,8.4,8.4,8.4,8.4,8.4,11.8,11.8,11.8,11.8,11.8,0.15
BU06100207,7,7,7,7,7,6.9,6.9,6.9,6.9,6.9,0.15
BU06100208,5.2,5.2,5.2,5.2,5.2,5,5,5,5,5,0.15
BU06100209,4.5,4.5,4.5,4.5,4.5,5.7,5.7,5.7,5.7,5.7,0.15
BU06100210,5.9,5.9,5.9,5.9,5.9,2.5,2.5,2.5,2.5,2.5,0.15
BU06100211,7.7,7.7,7.7,7.7,7.7,7.3,7.3,7.3,7.3,7.3,0.15
BU06100301,3.5,3.5,3.5,3.5,3.5,2.6,2.6,2.6,2.6,2.6,0.15
BU06100302,4,4,4,4,4,5.1,5.1,5.1,5.1,5.1,0.15
BU06100303,7.3,7.3,7.3,7.3,7.3,8,8,8,8,8,0.15
BU06100304,4.9,4.9,4.9,4.9,4.9,4.1,4.1,4.1,4.1,4.1,0.15
BU06100305,7.9,7.9,7.9,7.9,7.9,8.8,8.8,8.8,8.8,8.8,0.15
BU06100306,8.7,8.7,8.7,8.7,8.7,6.8,6.8,6.8,6.8,6.8,0.15
BU06100307,13.4,13.4,13.4,13.4,13.4,12.8,12.8,12.8,12.8,12.8,0.15
BU06100401,38.8,38.8,38.8,38.8,38.8,26.5,26.5,26.5,26.5,26.5,0.15
BU06100403,16.1,16.1,16.1,16.1,16.1,15.4,15.4,15.4,15.4,15.4,0.15
BU06100404,13.5,13.5,13.5,13.5,13.5,11.1,11.1,11.1,11.1,11.1,0.15
BU06100405,13.8,13.8,13.8,13.8,13.8,16.2,16.2,16.2,16.2,16.2,0.15
BU06100406,18.5,18.5,18.5,18.5,18.5,11.7,11.7,11.7,11.7,11.7,0.15
BU06110000,9.8,9.8,9.8,9.8,9.8,9.3,9.3,9.3,9.3,9.3,0.15
BU06110001,17.2,17.2,17.2,17.2,17.2,12.3,12.3,12.3,12.3,12.3,0.15
BU06110003,30.8,30.8,30.8,30.8,30.8,15.3,15.3,15.3,15.3,15.3,0.15
BU06110004,9.5,9.5,9.5,9.5,9.5,8.5,8.5,8.5,8.5,8.5,0.15
BU06110009,21.1,21.1,21.1,21.1,21.1,14.7,14.7,14.7,14.7,14.7,0.15
BU06110100,11.7,11.7,11.7,11.7,11.7,9.7,9.7,9.7,9.7,9.7,0.15
BU06110101,47.5,47.5,47.5,47.5,47.5,12.4,12.4,12.4,12.4,12.4,0.15
BU06110108,41.6,41.6,41.6,41.6,41.6,16.8,16.8,16.8,16.8,16.8,0.15
BU06110109,40.4,40.4,40.4,40.4,40.4,21.2,21.2,21.2,21.2,21.2,0.15
BU06130101,7.8,7.8,7.8,7.8,7.8,9.1,9.1,9.1,9.1,9.1,0.15
BU06130102,16.8,16.8,16.8,16.8,16.8,10.4,10.4,10.4,10.4,10.4,0.15
BU06130103,19.4,19.4,19.4,19.4,19.4,7.6,7.6,7.6,7.6,7.6,0.15
BU06130104,29.8,29.8,29.8,29.8,29.8,20.9,20.9,20.9,20.9,20.9,0.15
BU06130205,8,8,8,8,8,8.6,8.6,8.6,8.6,8.6,0.15
BU06130207,32.2,32.2,32.2,32.2,32.2,12.6,12.6,12.6,12.6,12.6,0.15
BU06130308,10.2,10.2,10.2,10.2,10.2,9.1,9.1,9.1,9.1,9.1,0.15
BU06130309,7.2,7.2,7.2,7.2,7.2,9.7,9.7,9.7,9.7,9.7,0.15
BU06130310,7.5,7.5,7.5,7.5,7.5,6.1,6.1,6.1,6.1,6.1,0.15
BU06130311,6.7,6.7,6.7,6.7,6.7,9.9,9.9,9.9,9.9,9.9,0.15
BU06130312,27.6,27.6,27.6,27.6,27.6,10.2,10.2,10.2,10.2,10.2,0.15
BU06130313,37.9,37.9,37.9,37.9,37.9,21.5,21.5,21.5,21.5,21.5,0.15
BU06130414,9.2,9.2,9.2,9.2,9.2,8,8,8,8,8,0.15
BU06130415,9,9,9,9,9,11.7,11.7,11.7,11.7,11.7,0.15
BU06130416,26.7,26.7,26.7,26.7,26.7,15.8,15.8,15.8,15.8,15.8,0.15
BU06130417,9.3,9.3,9.3,9.3,9.3,8.2,8.2,8.2,8.2,8.2,0.15
BU06130418,8.9,8.9,8.9,8.9,8.9,7.4,7.4,7.4,7.4,7.4,0.15
BU06130419,8.2,8.2,8.2,8.2,8.2,8.7,8.7,8.7,8.7,8.7,0.15
BU06130420,22,22,22,22,22,15.3,15.3,15.3,15.3,15.3,0.15
BU06130521,16.2,16.2,16.2,16.2,16.2,13.4,13.4,13.4,13.4,13.4,0.15
BU06130522,38.2,38.2,38.2,38.2,38.2,22.3,22.3,22.3,22.3,22.3,0.15
BU06130623,8.2,8.2,8.2,8.2,8.2,8.7,8.7,8.7,8.7,8.7,0.15
BU06130624,9.1,9.1,9.1,9.1,9.1,7.4,7.4,7.4,7.4,7.4,0.15
BU06130625,15,15,15,15,15,10.7,10.7,10.7,10.7,10.7,0.15
BU06130626,5.3,5.3,5.3,5.3,5.3,7.3,7.3,7.3,7.3,7.3,0.15
BU06130706,15.1,15.1,15.1,15.1,15.1,19.6,19.6,19.6,19.6,19.6,0.15
BU06140000,10.2,10.2,10.2,10.2,10.2,9.4,9.4,9.4,9.4,9.4,0.15
BU06140001,38.4,38.4,38.4,38.4,38.4,25.8,25.8,25.8,25.8,25.8,0.15
BU06140002,23.8,23.8,23.8,23.8,23.8,25.4,25.4,25.4,25.4,25.4,0.15
BU06140003,21.6,21.6,21.6,21.6,21.6,18.2,18.2,18.2,18.2,18.2,0.15
BU06140004,8.5,8.5,8.5,8.5,8.5,10.1,10.1,10.1,10.1,10.1,0.15
BU06140005,11.3,11.3,11.3,11.3,11.3,9.7,9.7,9.7,9.7,9.7,0.15
BU06140009,36.3,36.3,36.3,36.3,36.3,24.6,24.6,24.6,24.6,24.6,0.15
BU06140100,12.2,12.2,12.2,12.2,12.2,11.5,11.5,11.5,11.5,11.5,0.15
BU06140101,24.7,24.7,24.7,24.7,24.7,21.4,21.4,21.4,21.4,21.4,0.15
BU06140102,30,30,30,30,30,13.6,13.6,13.6,13.6,13.6,0.15
BU06140103,24.3,24.3,24.3,24.3,24.3,16.6,16.6,16.6,16.6,16.6,0.15
BU06140104,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,0.15
BU06140105,8.7,8.7,8.7,8.7,8.7,8.8,8.8,8.8,8.8,8.8,0.15
BU06140106,10.9,10.9,10.9,10.9,10.9,13.6,13.6,13.6,13.6,13.6,0.15
BU06140108,41.7,41.7,41.7,41.7,41.7,21.4,21.4,21.4,21.4,21.4,0.15
BU06140109,27.9,27.9,27.9,27.9,27.9,19.7,19.7,19.7,19.7,19.7,0.15
BU06170001,10.1,10.1,10.1,10.1,10.1,6.1,6.1,6.1,6.1,6.1,0.15
BU06170002,10,10,10,10,10,9.9,9.9,9.9,9.9,9.9,0.15
BU06170003,11.4,11.4,11.4,11.4,11.4,8.4,8.4,8.4,8.4,8.4,0.15
BU06170004,8.3,8.3,8.3,8.3,8.3,9.3,9.3,9.3,9.3,9.3,0.15
BU06170005,8.2,8.2,8.2,8.2,8.2,9.3,9.3,9.3,9.3,9.3,0.15
BU06170007,31.5,31.5,31.5,31.5,31.5,16.3,16.3,16.3,16.3,16.3,0.15
BU06170008,11.3,11.3,11.3,11.3,11.3,9.7,9.7,9.7,9.7,9.7,0.15
BU06170009,21.1,21.1,21.1,21.1,21.1,13.1,13.1,13.1,13.1,13.1,0.15
BU06170010,24.6,24.6,24.6,24.6,24.6,11.3,11.3,11.3,11.3,11.3,0.15
BU06170011,33.7,33.7,33.7,33.7,33.7,19.5,19.5,19.5,19.5,19.5,0.15
BU06170012,31.6,31.6,31.6,31.6,31.6,15.5,15.5,15.5,15.5,15.5,0.15
BU06170013,32.6,32.6,32.6,32.6,32.6,15.8,15.8,15.8,15.8,15.8,0.15
BU06170014,21.7,21.7,21.7,21.7,21.7,19.7,19.7,19.7,19.7,19.7,0.15
BU06200000,6.3,6.3,6.3,6.3,6.3,5.2,5.2,5.2,5.2,5.2,0.15
BU06200001,9.1,9.1,9.1,9.1,9.1,7.7,7.7,7.7,7.7,7.7,0.15
BU06200002,8.3,8.3,8.3,8.3,8.3,9.4,9.4,9.4,9.4,9.4,0.15
BU06200003,2.3,2.3,2.3,2.3,2.3,0.9,0.9,0.9,0.9,0.9,0.15
BU06200004,23,23,23,23,23,15.8,15.8,15.8,15.8,15.8,0.15
BU06200005,8,8,8,8,8,9.8,9.8,9.8,9.8,9.8,0.15
BU06200007,41.1,41.1,41.1,41.1,41.1,22.7,22.7,22.7,22.7,22.7,0.15
BU06200009,35.4,35.4,35.4,35.4,35.4,26,26,26,26,26,0.15
BU06200100,11.6,11.6,11.6,11.6,11.6,11.8,11.8,11.8,11.8,11.8,0.15
BU06200101,35.7,35.7,35.7,35.7,35.7,13,13,13,13,13,0.15
BU06200107,32,32,32,32,32,29.8,29.8,29.8,29.8,29.8,0.15
BU06200108,13.7,13.7,13.7,13.7,13.7,14.4,14.4,14.4,14.4,14.4,0.15
BU06200109,24.3,24.3,24.3,24.3,24.3,25.9,25.9,25.9,25.9,25.9,0.15
BU06200200,11.8,11.8,11.8,11.8,11.8,15.1,15.1,15.1,15.1,15.1,0.15
BU06200201,11.5,11.5,11.5,11.5,11.5,18.6,18.6,18.6,18.6,18.6,0.15
BU06200202,30.1,30.1,30.1,30.1,30.1,27.9,27.9,27.9,27.9,27.9,0.15
BU06200209,27.2,27.2,27.2,27.2,27.2,22.9,22.9,22.9,22.9,22.9,0.15
BU06220101,6.1,6.1,6.1,6.1,6.1,7,7,7,7,7,0.15
BU06220102,3.3,3.3,3.3,3.3,3.3,3.1,3.1,3.1,3.1,3.1,0.15
BU06220103,3.6,3.6,3.6,3.6,3.6,2.8,2.8,2.8,2.8,2.8,0.15
BU06220104,29.8,29.8,29.8,29.8,29.8,9,9,9,9,9,0.15
BU06220201,3.3,3.3,3.3,3.3,3.3,5.3,5.3,5.3,5.3,5.3,0.15
BU06220202,3.7,3.7,3.7,3.7,3.7,4.3,4.3,4.3,4.3,4.3,0.15
BU06220203,4.1,4.1,4.1,4.1,4.1,2.6,2.6,2.6,2.6,2.6,0.15
BU06220204,4,4,4,4,4,4.5,4.5,4.5,4.5,4.5,0.15
BU06220205,28.3,28.3,28.3,28.3,28.3,20.7,20.7,20.7,20.7,20.7,0.15
BU06220301,15.2,15.2,15.2,15.2,15.2,12.2,12.2,12.2,12.2,12.2,0.15
BU06220302,0,0,0,0,0,46.5,46.5,46.5,46.5,46.5,0.15
BU06220303,19.9,19.9,19.9,19.9,19.9,18.3,18.3,18.3,18.3,18.3,0.15
BU06220304,23.3,23.3,23.3,23.3,23.3,16.9,16.9,16.9,16.9,16.9,0.15
BU06220305,35.7,35.7,35.7,35.7,35.7,11.3,11.3,11.3,11.3,11.3,0.15
BU06220306,20.7,20.7,20.7,20.7,20.7,8.5,8.5,8.5,8.5,8.5,0.15
BU06220307,2.1,2.1,2.1,2.1,2.1,1.2,1.2,1.2,1.2,1.2,0.15
BU06220401,7.5,7.5,7.5,7.5,7.5,4,4,4,4,4,0.15
BU06220402,4.6,4.6,4.6,4.6,4.6,3.6,3.6,3.6,3.6,3.6,0.15
BU06220403,23.2,23.2,23.2,23.2,23.2,10.3,10.3,10.3,10.3,10.3,0.15
BU06220404,47,47,47,47,47,5.2,5.2,5.2,5.2,5.2,0.15
BU06220501,5.5,5.5,5.5,5.5,5.5,7.6,7.6,7.6,7.6,7.6,0.15
BU06220502,4.8,4.8,4.8,4.8,4.8,9.7,9.7,9.7,9.7,9.7,0.15
BU06220503,5.5,5.5,5.5,5.5,5.5,5.8,5.8,5.8,5.8,5.8,0.15
BU06220504,4.5,4.5,4.5,4.5,4.5,3.3,3.3,3.3,3.3,3.3,0.15
BU06220505,64.7,64.7,64.7,64.7,64.7,9.7,9.7,9.7,9.7,9.7,0.15
BU06220601,4.2,4.2,4.2,4.2,4.2,3.4,3.4,3.4,3.4,3.4,0.15
BU06220602,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3,0.15
BU06220603,4.7,4.7,4.7,4.7,4.7,4.1,4.1,4.1,4.1,4.1,0.15
BU06220604,2.5,2.5,2.5,2.5,2.5,4.8,4.8,4.8,4.8,4.8,0.15
BU06220605,5.2,5.2,5.2,5.2,5.2,0.8,0.8,0.8,0.8,0.8,0.15
BU06220606,2.3,2.3,2.3,2.3,2.3,1.9,1.9,1.9,1.9,1.9,0.15
BU06220701,12.8,12.8,12.8,12.8,12.8,8.9,8.9,8.9,8.9,8.9,0.15
BU06220702,4.3,4.3,4.3,4.3,4.3,5.4,5.4,5.4,5.4,5.4,0.15
BU06220703,5.5,5.5,5.5,5.5,5.5,3.6,3.6,3.6,3.6,3.6,0.15
BU06220704,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.15
BU06220705,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,0.15
BU06220706,9.6,9.6,9.6,9.6,9.6,5.1,5.1,5.1,5.1,5.1,0.15
BU06220707,25.6,25.6,25.6,25.6,25.6,15.2,15.2,15.2,15.2,15.2,0.15
BU06220708,5,5,5,5,5,5.5,5.5,5.5,5.5,5.5,0.15
BU06220801,31.5,31.5,31.5,31.5,31.5,26.6,26.6,26.6,26.6,26.6,0.15
BU06260014,34.6,34.6,34.6,34.6,34.6,17.6,17.6,17.6,17.6,17.6,0.15
BU06270101,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,0.15
BU06270102,6.7,6.7,6.7,6.7,6.7,9.6,9.6,9.6,9.6,9.6,0.15
BU06270103,7.7,7.7,7.7,7.7,7.7,4.4,4.4,4.4,4.4,4.4,0.15
BU06270104,1.1,1.1,1.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1,0.15
BU06270105,36.5,36.5,36.5,36.5,36.5,20.2,20.2,20.2,20.2,20.2,0.15
BU06270106,7,7,7,7,7,7.5,7.5,7.5,7.5,7.5,0.15
BU06270202,8.3,8.3,8.3,8.3,8.3,6.8,6.8,6.8,6.8,6.8,0.15
BU06270203,10.5,10.5,10.5,10.5,10.5,5.1,5.1,5.1,5.1,5.1,0.15
BU06270204,9.8,9.8,9.8,9.8,9.8,9.6,9.6,9.6,9.6,9.6,0.15
BU06270205,25.4,25.4,25.4,25.4,25.4,23.7,23.7,23.7,23.7,23.7,0.15
BU06270301,5.8,5.8,5.8,5.8,5.8,4.3,4.3,4.3,4.3,4.3,0.15
BU06270302,6,6,6,6,6,5.2,5.2,5.2,5.2,5.2,0.15
BU06270303,5.5,5.5,5.5,5.5,5.5,5,5,5,5,5,0.15
BU06270304,14.4,14.4,14.4,14.4,14.4,12,12,12,12,12,0.15
BU06270401,4.8,4.8,4.8,4.8,4.8,2.6,2.6,2.6,2.6,2.6,0.15
BU06270402,7,7,7,7,7,6.6,6.6,6.6,6.6,6.6,0.15
BU06270403,11.6,11.6,11.6,11.6,11.6,13.1,13.1,13.1,13.1,13.1,0.15
BU06270404,12.4,12.4,12.4,12.4,12.4,7.9,7.9,7.9,7.9,7.9,0.15
BU06270405,16.9,16.9,16.9,16.9,16.9,19.4,19.4,19.4,19.4,19.4,0.15
BU06270406,41.9,41.9,41.9,41.9,41.9,7.6,7.6,7.6,7.6,7.6,0.15
BU06270407,22.7,22.7,22.7,22.7,22.7,25.8,25.8,25.8,25.8,25.8,0.15
BU06270408,10.2,10.2,10.2,10.2,10.2,9.1,9.1,9.1,9.1,9.1,0.15
BU06290003,30.6,30.6,30.6,30.6,30.6,11.2,11.2,11.2,11.2,11.2,0.15
BU06290004,18,18,18,18,18,14.9,14.9,14.9,14.9,14.9,0.15
BU06290009,16,16,16,16,16,19.5,19.5,19.5,19.5,19.5,0.15
BU06320101,5.7,5.7,5.7,5.7,5.7,3.7,3.7,3.7,3.7,3.7,0.15
BU06320102,7.2,7.2,7.2,7.2,7.2,7.1,7.1,7.1,7.1,7.1,0.15
BU06320103,9,9,9,9,9,5.7,5.7,5.7,5.7,5.7,0.15
BU06320104,10.6,10.6,10.6,10.6,10.6,7.4,7.4,7.4,7.4,7.4,0.15
BU06320105,7.8,7.8,7.8,7.8,7.8,4.8,4.8,4.8,4.8,4.8,0.15
BU06320106,6.5,6.5,6.5,6.5,6.5,6.9,6.9,6.9,6.9,6.9,0.15
BU06320201,15.3,15.3,15.3,15.3,15.3,14.9,14.9,14.9,14.9,14.9,0.15
BU06320202,5.7,5.7,5.7,5.7,5.7,7.3,7.3,7.3,7.3,7.3,0.15
BU06320203,5.7,5.7,5.7,5.7,5.7,6.2,6.2,6.2,6.2,6.2,0.15
BU06320204,31.2,31.2,31.2,31.2,31.2,26.4,26.4,26.4,26.4,26.4,0.15
BU06320301,28.1,28.1,28.1,28.1,28.1,3,3,3,3,3,0.15
BU06320302,16.1,16.1,16.1,16.1,16.1,16.5,16.5,16.5,16.5,16.5,0.15
BU06320303,6.9,6.9,6.9,6.9,6.9,8.1,8.1,8.1,8.1,8.1,0.15
BU06320304,20.3,20.3,20.3,20.3,20.3,31.5,31.5,31.5,31.5,31.5,0.15
BU06320305,7.3,7.3,7.3,7.3,7.3,7.5,7.5,7.5,7.5,7.5,0.15
BU06320401,22.4,22.4,22.4,22.4,22.4,22.6,22.6,22.6,22.6,22.6,0.15
BU06320402,38,38,38,38,38,16.8,16.8,16.8,16.8,16.8,0.15
BU06320501,24.8,24.8,24.8,24.8,24.8,24.5,24.5,24.5,24.5,24.5,0.15
BU06320502,39.9,39.9,39.9,39.9,39.9,37.2,37.2,37.2,37.2,37.2,0.15
BU06320503,23.1,23.1,23.1,23.1,23.1,27.8,27.8,27.8,27.8,27.8,0.15
BU06320601,7.5,7.5,7.5,7.5,7.5,8.7,8.7,8.7,8.7,8.7,0.15
BU06320602,8.3,8.3,8.3,8.3,8.3,9.3,9.3,9.3,9.3,9.3,0.15
BU06320603,22.5,22.5,22.5,22.5,22.5,18,18,18,18,18,0.15
BU06320604,29.9,29.9,29.9,29.9,29.9,30.5,30.5,30.5,30.5,30.5,0.15
BU06320605,46.8,46.8,46.8,46.8,46.8,18.2,18.2,18.2,18.2,18.2,0.15
BU06320606,35.1,35.1,35.1,35.1,35.1,34.3,34.3,34.3,34.3,34.3,0.15
BU06320701,10.3,10.3,10.3,10.3,10.3,8.9,8.9,8.9,8.9,8.9,0.15
BU06320702,10.1,10.1,10.1,10.1,10.1,11.6,11.6,11.6,11.6,11.6,0.15
BU06320703,25.8,25.8,25.8,25.8,25.8,18.3,18.3,18.3,18.3,18.3,0.15
BU06320801,8.7,8.7,8.7,8.7,8.7,11.6,11.6,11.6,11.6,11.6,0.15
BU06320802,23.8,23.8,23.8,23.8,23.8,21.9,21.9,21.9,21.9,21.9,0.15
BU06370001,6.6,6.6,6.6,6.6,6.6,5.5,5.5,5.5,5.5,5.5,0.15
BU06370002,2.3,2.3,2.3,2.3,2.3,1.2,1.2,1.2,1.2,1.2,0.15
BU06370003,3,3,3,3,3,2.8,2.8,2.8,2.8,2.8,0.15
BU06370004,2.9,2.9,2.9,2.9,2.9,2,2,2,2,2,0.15
BU06370100,6.2,6.2,6.2,6.2,6.2,4.9,4.9,4.9,4.9,4.9,0.15
BU06370101,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,0.15
BU06370200,5.8,5.8,5.8,5.8,5.8,4.7,4.7,4.7,4.7,4.7,0.15
BU06370201,6.8,6.8,6.8,6.8,6.8,5.9,5.9,5.9,5.9,5.9,0.15
BU06370300,6.1,6.1,6.1,6.1,6.1,5.6,5.6,5.6,5.6,5.6,0.15
BU06370301,6.5,6.5,6.5,6.5,6.5,6.8,6.8,6.8,6.8,6.8,0.15
BU06370400,6.6,6.6,6.6,6.6,6.6,8.2,8.2,8.2,8.2,8.2,0.15
BU06370401,7.9,7.9,7.9,7.9,7.9,7.3,7.3,7.3,7.3,7.3,0.15
BU06370500,6.3,6.3,6.3,6.3,6.3,5.8,5.8,5.8,5.8,5.8,0.15
BU06370501,7.1,7.1,7.1,7.1,7.1,8.5,8.5,8.5,8.5,8.5,0.15
BU06370600,7.9,7.9,7.9,7.9,7.9,6.4,6.4,6.4,6.4,6.4,0.15
BU06370601,6.3,6.3,6.3,6.3,6.3,5.9,5.9,5.9,5.9,5.9,0.15
BU06370800,12.3,12.3,12.3,12.3,12.3,18.6,18.6,18.6,18.6,18.6,0.15
BU06370801,19.8,19.8,19.8,19.8,19.8,12.8,12.8,12.8,12.8,12.8,0.15
BU06370802,22.6,22.6,22.6,22.6,22.6,14.6,14.6,14.6,14.6,14.6,0.15
BU06370803,15.5,15.5,15.5,15.5,15.5,15.3,15.3,15.3,15.3,15.3,0.15
BU06370902,25.8,25.8,25.8,25.8,25.8,7,7,7,7,7,0.15
BU06370903,17.4,17.4,17.4,17.4,17.4,15.6,15.6,15.6,15.6,15.6,0.15
BU06370904,27.9,27.9,27.9,27.9,27.9,12.8,12.8,12.8,12.8,12.8,0.15
BU06370905,39,39,39,39,39,21.9,21.9,21.9,21.9,21.9,0.15
BU06370906,35.6,35.6,35.6,35.6,35.6,12.6,12.6,12.6,12.6,12.6,0.15
BU06370907,32.1,32.1,32.1,32.1,32.1,16.2,16.2,16.2,16.2,16.2,0.15
BU06420101,5.8,5.8,5.8,5.8,5.8,5.2,5.2,5.2,5.2,5.2,0.15
BU06420102,13.2,13.2,13.2,13.2,13.2,7.7,7.7,7.7,7.7,7.7,0.15
BU06420103,7.3,7.3,7.2,7.3,7.2,10,10,10,10,10,0.15
BU06420104,10.2,10.2,10.2,10.2,10.2,7.3,7.3,7.3,7.3,7.3,0.15
BU06420105,10.7,10.7,10.8,10.7,10.8,10,10,10,10,10,0.15
BU06420106,49.2,49.2,49.2,49.2,49.2,35.8,35.8,35.8,35.8,35.8,0.15
BU06420107,9.2,9.2,9.2,9.2,9.2,9.1,9.1,9.1,9.1,9.1,0.15
BU06420108,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.15
BU06420109,5.2,5.2,5.2,5.2,5.2,5.1,5.1,5.1,5.1,5.1,0.15
BU06420110,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0.15
BU06420111,1.1,1.1,1.1,1.1,1.1,0.7,0.7,0.7,0.7,0.7,0.15
BU06420112,6.4,6.4,6.4,6.4,6.4,3.6,3.6,3.6,3.6,3.6,0.15
BU06420113,11.2,11.2,11.2,11.2,11.2,11.6,11.6,11.6,11.6,11.6,0.15
BU06420114,0.8,0.8,0.8,0.8,0.8,0.1,0.1,0.1,0.1,0.1,0.15
BU06420115,11.7,11.7,11.7,11.7,11.7,6.5,6.5,6.5,6.5,6.5,0.15
BU06420201,2.6,2.6,2.6,2.6,2.6,0.9,0.9,0.9,0.9,0.9,0.15
BU06420203,5.3,5.3,5.3,5.3,5.3,4,4,4,4,4,0.15
BU06420205,7.8,7.8,7.8,7.8,7.8,9.5,9.5,9.5,9.5,9.5,0.15
BU06420206,3.1,3.1,3.1,3.1,3.1,4.3,4.3,4.3,4.3,4.3,0.15
BU06420207,8.9,8.9,8.9,8.9,8.9,10.7,10.7,10.7,10.7,10.7,0.15
BU06420208,7.1,7.1,7.1,7.1,7.1,11,11,11,11,11,0.15
BU06420209,7,7,7,7,7,8.8,8.8,8.8,8.8,8.8,0.15
BU06420301,34.9,34.9,34.9,34.9,34.9,9.3,9.3,9.3,9.3,9.3,0.15
BU06420302,6.1,6.1,6.1,6.1,6.1,4.5,4.5,4.5,4.5,4.5,0.15
BU06420303,6.7,6.7,6.7,6.7,6.7,6.9,6.9,6.9,6.9,6.9,0.15
BU06420304,9.1,9.1,9.1,9.1,9.1,7.3,7.3,7.3,7.3,7.3,0.15
BU06420305,5.3,5.3,5.3,5.3,5.3,2.7,2.7,2.7,2.7,2.7,0.15
BU06420306,25.8,25.8,25.8,25.8,25.8,12,12,12,12,12,0.15
BU06420307,13.1,13.1,13.1,13.1,13.1,9.8,9.8,9.8,9.8,9.8,0.15
BU06420308,10.4,10.4,10.4,10.4,10.4,12.5,12.5,12.5,12.5,12.5,0.15
BU06420309,18.4,18.4,18.4,18.4,18.4,12.2,12.2,12.2,12.2,12.2,0.15
BU06420310,5.7,5.7,5.7,5.7,5.7,4.8,4.8,4.8,4.8,4.8,0.15
BU06420311,5.1,5.1,5.1,5.1,5.1,2.5,2.5,2.5,2.5,2.5,0.15
BU06420312,8.4,8.4,8.4,8.4,8.4,7.4,7.4,7.4,7.4,7.4,0.15
BU06420313,7.2,7.2,7.2,7.2,7.2,6.3,6.3,6.3,6.3,6.3,0.15
BU06420401,22.1,22.1,22.1,22.1,22.1,14,14,14,14,14,0.15
BU06420402,6.4,6.4,6.4,6.4,6.4,6.7,6.7,6.7,6.7,6.7,0.15
BU06420403,6.6,6.6,6.6,6.6,6.6,8.1,8.1,8.1,8.1,8.1,0.15
BU06420404,8,8,8,8,8,7,7,7,7,7,0.15
BU06420405,6.2,6.2,6.2,6.2,6.2,5.4,5.4,5.4,5.4,5.4,0.15
BU06420406,8.2,8.2,8.2,8.2,8.2,10.1,10.1,10.1,10.1,10.1,0.15
BU06420407,8.6,8.6,8.6,8.6,8.6,6.7,6.7,6.7,6.7,6.7,0.15
BU06420408,8.6,8.6,8.6,8.6,8.6,8.3,8.3,8.3,8.3,8.3,0.15
BU06420409,92,92,92,92,92,8,8,8,8,8,0.15
BU06420410,24.7,24.7,24.7,24.7,24.7,11.3,11.3,11.3,11.3,11.3,0.15
BU06420501,20.3,20.3,20.3,20.3,20.3,10.3,10.3,10.3,10.3,10.3,0.15
BU06420502,26,26,26,26,26,9,9,9,9,9,0.15
BU06420503,2.4,2.4,2.4,2.4,2.4,0.8,0.8,0.8,0.8,0.8,0.15
BU06420504,4.9,4.9,4.9,4.9,4.9,8,8,8,8,8,0.15
BU06420505,7.2,7.2,7.2,7.2,7.2,8,8,8,8,8,0.15
BU06420506,5.7,5.7,5.7,5.7,5.7,10.1,10.1,10.1,10.1,10.1,0.15
BU06420507,4.1,4.1,4.1,4.1,4.1,4.8,4.8,4.8,4.8,4.8,0.15
BU06420508,6.9,6.9,6.9,6.9,6.9,8.8,8.8,8.8,8.8,8.8,0.15
BU06420509,1.3,1.3,1.3,1.3,1.3,0.1,0.1,0.1,0.1,0.1,0.15
BU06420510,5.7,5.7,5.7,5.7,5.7,9.3,9.3,9.3,9.3,9.3,0.15
BU06420511,2.8,2.8,2.8,2.8,2.8,2.2,2.2,2.2,2.2,2.2,0.15
BU06420512,4.2,4.2,4.2,4.2,4.2,8.1,8.1,8.1,8.1,8.1,0.15
BU06420513,2.9,2.9,2.9,2.9,2.9,0.3,0.3,0.3,0.3,0.3,0.15
BU06420514,10,10,10,10,10,8.4,8.4,8.4,8.4,8.4,0.15
BU06420515,22.9,22.9,22.9,22.9,22.9,11.2,11.2,11.2,11.2,11.2,0.15
BU06420601,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.15
